Player,Season,Pos,Pos2,Age,Conf,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ALL_STAR
Pascal Siakam,2017-18,PF,F,23,East,TOR,81,5,20.7,3.1,6.1,0.508,0.4,1.6,0.22,2.8,4.5,0.612,0.537,0.7,1.1,0.621,1.0,3.5,4.5,2.0,0.8,0.5,0.8,2.0,7.3,0
Xavier Silas,2017-18,SG,G,30,East,BOS,2,0,3.5,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0
Ben Simmons,2017-18,PG,F,21,East,PHI,81,81,33.7,6.7,12.3,0.545,0.0,0.1,0.0,6.7,12.2,0.551,0.545,2.4,4.2,0.56,1.8,6.3,8.1,8.2,1.7,0.9,3.4,2.6,15.8,0
Jonathon Simmons,2017-18,SG,G,28,East,ORL,69,50,29.4,5.1,11.0,0.465,1.0,3.0,0.33799999999999997,4.1,8.1,0.512,0.511,2.7,3.5,0.768,0.9,2.6,3.5,2.5,0.8,0.2,2.1,2.5,13.9,0
Kobi Simmons,2017-18,PG,F,20,West,MEM,32,12,20.1,2.5,5.9,0.423,0.3,1.2,0.282,2.2,4.7,0.46,0.452,0.8,0.8,1.0,0.4,1.1,1.6,2.1,0.6,0.2,1.4,1.9,6.1,0
Kyle Singler,2017-18,SF,F,29,West,OKC,12,0,4.9,0.6,1.8,0.33299999999999996,0.2,0.4,0.4,0.4,1.3,0.313,0.381,0.6,1.1,0.5379999999999999,0.1,0.8,0.8,0.2,0.1,0.0,0.3,0.3,1.9,0
Marcus Smart,2017-18,SG,G,23,East,BOS,54,11,29.9,3.5,9.5,0.36700000000000005,1.4,4.6,0.301,2.1,4.9,0.429,0.44,1.8,2.5,0.7290000000000001,0.8,2.7,3.5,4.8,1.3,0.4,2.4,2.5,10.2,0
Dennis Smith,2017-18,PG,F,20,West,DAL,69,69,29.7,5.9,14.8,0.395,1.5,4.9,0.313,4.3,9.9,0.435,0.446,1.9,2.8,0.6940000000000001,0.7,3.0,3.8,5.2,1.0,0.3,2.8,2.2,15.2,0
Ish Smith,2017-18,PG,F,29,East,DET,82,35,24.9,4.7,9.8,0.486,0.4,1.2,0.34700000000000003,4.3,8.5,0.506,0.507,1.0,1.4,0.698,0.3,2.4,2.7,4.4,0.8,0.2,1.3,1.7,10.9,0
J.R. Smith,2017-18,SG,G,32,East,CLE,80,61,28.1,3.0,7.4,0.40299999999999997,1.8,4.8,0.375,1.2,2.7,0.45299999999999996,0.524,0.5,0.7,0.696,0.4,2.6,2.9,1.8,0.9,0.1,1.0,2.0,8.3,0
Jason Smith,2017-18,C,F,31,East,WAS,33,2,8.6,1.4,3.5,0.391,0.1,1.0,0.125,1.2,2.5,0.494,0.409,0.6,0.6,0.905,0.5,1.1,1.6,0.4,0.1,0.4,0.5,1.3,3.4,0
Josh Smith,2017-18,PF,F,32,West,NOP,3,0,4.0,0.3,1.3,0.25,0.0,0.0,,0.3,1.3,0.25,0.25,0.0,0.0,,1.0,0.3,1.3,0.0,0.0,0.0,0.0,1.0,0.7,0
Tony Snell,2017-18,SG,G,26,East,MIL,75,59,27.4,2.5,5.7,0.435,1.4,3.6,0.40299999999999997,1.0,2.1,0.49,0.562,0.5,0.6,0.792,0.1,1.8,1.9,1.3,0.6,0.4,0.5,1.5,6.9,0
Marreese Speights,2017-18,C,F,30,East,ORL,52,3,13.0,2.7,6.7,0.395,1.7,4.5,0.369,1.0,2.2,0.44799999999999995,0.519,0.8,1.1,0.727,0.4,2.2,2.6,0.8,0.2,0.4,0.8,2.0,7.7,0
Nik Stauskas,2017-18,SG,G,24,West,TOT,41,0,12.8,1.5,3.8,0.39,1.0,2.4,0.4,0.5,1.3,0.37,0.519,0.5,0.7,0.7240000000000001,0.1,1.5,1.6,1.0,0.2,0.1,0.6,0.6,4.4,0
Nik Stauskas,2017-18,SG,G,24,East,PHI,6,0,7.5,0.2,0.7,0.25,0.0,0.2,0.0,0.2,0.5,0.33299999999999996,0.25,0.3,0.3,1.0,0.0,0.2,0.2,0.2,0.7,0.0,0.7,0.5,0.7,0
Nik Stauskas,2017-18,SG,G,24,East,BRK,35,0,13.7,1.7,4.3,0.39299999999999996,1.1,2.8,0.40399999999999997,0.5,1.5,0.373,0.527,0.5,0.8,0.7040000000000001,0.1,1.7,1.8,1.1,0.1,0.1,0.6,0.6,5.1,0
Lance Stephenson,2017-18,SG,G,27,East,IND,82,7,22.6,3.7,8.6,0.42700000000000005,0.8,2.8,0.289,2.9,5.8,0.495,0.475,1.0,1.5,0.6609999999999999,0.8,4.4,5.2,2.9,0.6,0.2,1.6,2.2,9.2,0
David Stockton,2017-18,PG,F,26,West,UTA,3,0,3.0,0.7,1.0,0.667,0.7,1.0,0.667,0.0,0.0,,1.0,1.3,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,3.3,0
Julyan Stone,2017-18,SG,G,29,East,CHO,23,0,7.6,0.3,0.6,0.462,0.3,0.6,0.462,0.0,0.0,,0.6920000000000001,0.0,0.1,0.5,0.0,1.2,1.3,1.1,0.2,0.1,0.3,0.9,0.8,0
Edmond Sumner,2017-18,PG,F,22,East,IND,1,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0
Caleb Swanigan,2017-18,PF,F,20,West,POR,27,3,7.0,0.9,2.2,0.4,0.0,0.3,0.125,0.9,1.9,0.442,0.408,0.4,0.7,0.667,0.6,1.4,2.0,0.5,0.2,0.1,0.7,1.4,2.3,0
Jayson Tatum,2017-18,SF,F,19,East,BOS,80,80,30.5,5.0,10.4,0.475,1.3,3.0,0.434,3.7,7.4,0.49200000000000005,0.5379999999999999,2.7,3.2,0.826,0.6,4.4,5.0,1.6,1.0,0.7,1.4,2.1,13.9,0
Isaiah Taylor,2017-18,PG,F,23,East,ATL,67,9,17.4,2.4,5.8,0.418,0.3,1.2,0.25,2.1,4.6,0.461,0.444,1.5,2.1,0.7020000000000001,0.3,1.1,1.4,3.1,0.5,0.1,1.3,1.7,6.6,0
Jeff Teague,2017-18,PG,F,29,West,MIN,70,70,33.0,5.1,11.3,0.446,1.2,3.3,0.368,3.9,8.1,0.47700000000000004,0.499,2.9,3.4,0.845,0.3,2.6,3.0,7.0,1.5,0.3,2.5,2.4,14.2,0
Marquis Teague,2017-18,PG,F,24,West,MEM,3,0,24.7,1.3,5.3,0.25,0.3,1.3,0.25,1.0,4.0,0.25,0.281,0.7,1.7,0.4,0.3,1.7,2.0,4.3,1.3,0.0,1.0,1.7,3.7,0
Mirza Teletović,2017-18,PF,F,32,East,MIL,10,0,15.9,2.5,5.7,0.439,2.1,4.5,0.467,0.4,1.2,0.33299999999999996,0.623,0.0,0.0,,0.3,2.0,2.3,1.0,0.4,0.1,0.7,1.4,7.1,0
Garrett Temple,2017-18,SG,G,31,West,SAC,65,35,24.8,3.1,7.3,0.418,1.4,3.5,0.392,1.7,3.8,0.442,0.512,0.9,1.2,0.769,0.3,2.0,2.3,1.9,0.9,0.4,1.2,2.1,8.4,0
Miloš Teodosić,2017-18,PG,F,30,West,LAC,45,36,25.2,3.4,8.0,0.419,2.0,5.2,0.379,1.4,2.8,0.49200000000000005,0.542,0.9,1.0,0.848,0.4,2.4,2.8,4.6,0.5,0.1,2.2,2.3,9.5,0
Jason Terry,2017-18,SG,G,40,East,MIL,51,4,16.0,1.2,3.0,0.38299999999999995,0.8,2.3,0.348,0.4,0.8,0.48700000000000004,0.513,0.2,0.2,0.889,0.1,0.8,0.9,1.2,0.8,0.3,0.5,1.0,3.3,0
Daniel Theis,2017-18,C,F,25,East,BOS,63,3,14.9,2.0,3.7,0.541,0.3,0.9,0.31,1.7,2.8,0.617,0.579,1.0,1.3,0.753,1.4,2.9,4.3,0.9,0.5,0.8,0.9,2.5,5.3,0
Isaiah Thomas,2017-18,PG,F,28,West,TOT,32,15,26.9,4.9,13.2,0.373,1.7,5.9,0.293,3.2,7.3,0.43799999999999994,0.43799999999999994,3.7,4.1,0.893,0.5,1.6,2.1,4.8,0.5,0.1,3.0,1.8,15.2,1
Isaiah Thomas,2017-18,PG,F,28,East,CLE,15,14,27.1,4.7,12.9,0.361,1.5,5.8,0.253,3.2,7.1,0.449,0.418,3.9,4.5,0.868,0.5,1.6,2.1,4.5,0.6,0.1,2.7,1.7,14.7,1
Isaiah Thomas,2017-18,PG,F,28,West,LAL,17,1,26.8,5.1,13.4,0.38299999999999995,1.9,5.9,0.327,3.2,7.4,0.429,0.456,3.4,3.7,0.9209999999999999,0.6,1.5,2.1,5.0,0.4,0.1,3.2,1.9,15.6,1
Lance Thomas,2017-18,PF,F,29,East,NYK,73,31,18.5,1.4,3.7,0.382,0.7,1.7,0.40299999999999997,0.7,2.0,0.364,0.47600000000000003,0.6,0.7,0.83,0.6,1.8,2.4,0.6,0.4,0.2,0.5,1.8,4.1,0
Klay Thompson,2017-18,SG,G,27,West,GSW,73,73,34.3,7.9,16.2,0.488,3.1,7.1,0.44,4.7,9.0,0.526,0.585,1.1,1.3,0.8370000000000001,0.4,3.4,3.8,2.5,0.8,0.5,1.8,1.6,20.0,1
Tristan Thompson,2017-18,C,F,26,East,CLE,53,22,20.2,2.5,4.4,0.562,0.0,0.0,,2.5,4.4,0.562,0.562,0.8,1.5,0.544,2.4,4.3,6.6,0.6,0.3,0.3,0.7,1.9,5.8,0
Sindarius Thornwell,2017-18,SG,G,23,West,LAC,73,17,15.8,1.4,3.2,0.429,0.3,0.8,0.377,1.1,2.4,0.44799999999999995,0.479,0.8,1.2,0.67,0.5,1.5,1.9,0.9,0.7,0.3,0.7,1.7,3.9,0
Anthony Tolliver,2017-18,PF,F,32,East,DET,79,14,22.2,2.8,6.0,0.46399999999999997,2.0,4.6,0.436,0.8,1.4,0.561,0.632,1.3,1.7,0.797,0.6,2.4,3.1,1.1,0.4,0.3,0.7,1.8,8.9,0
Karl-Anthony Towns,2017-18,C,F,22,West,MIN,82,82,35.6,7.8,14.3,0.545,1.5,3.5,0.42100000000000004,6.3,10.8,0.585,0.596,4.2,4.9,0.858,2.9,9.4,12.3,2.4,0.8,1.4,1.9,3.5,21.3,0
P.J. Tucker,2017-18,PF,F,32,West,HOU,82,34,27.8,2.1,5.4,0.39,1.4,3.8,0.371,0.7,1.6,0.435,0.52,0.5,0.7,0.7170000000000001,1.1,4.4,5.6,0.9,1.0,0.3,0.9,2.5,6.1,0
Evan Turner,2017-18,SF,F,29,West,POR,79,40,25.7,3.3,7.3,0.447,0.5,1.7,0.318,2.7,5.6,0.485,0.484,1.2,1.4,0.85,0.4,2.7,3.1,2.2,0.6,0.4,1.3,2.1,8.2,0
Myles Turner,2017-18,C,F,21,East,IND,65,62,28.2,4.7,9.8,0.479,0.9,2.4,0.35700000000000004,3.8,7.4,0.519,0.523,2.5,3.2,0.777,1.4,5.0,6.4,1.3,0.6,1.8,1.5,2.9,12.7,0
Ekpe Udoh,2017-18,C,F,30,West,UTA,63,3,12.9,1.0,1.9,0.5,0.0,0.0,0.0,1.0,1.9,0.504,0.5,0.7,0.9,0.75,1.1,1.3,2.4,0.8,0.7,1.2,0.3,1.7,2.6,0
Tyler Ulis,2017-18,PG,F,22,West,PHO,71,43,23.4,3.0,7.8,0.38799999999999996,0.6,2.1,0.28800000000000003,2.4,5.7,0.425,0.426,1.2,1.4,0.8320000000000001,0.3,1.5,1.8,4.4,1.0,0.1,1.8,1.7,7.8,0
Jonas Valančiūnas,2017-18,C,F,25,East,TOR,77,77,22.4,5.1,8.9,0.568,0.4,1.0,0.405,4.7,8.0,0.5870000000000001,0.59,2.2,2.7,0.8059999999999999,2.4,6.2,8.6,1.1,0.4,0.9,1.5,2.5,12.7,0
Denzel Valentine,2017-18,SG,G,24,East,CHI,77,37,27.2,3.9,9.4,0.41700000000000004,1.9,4.8,0.386,2.1,4.6,0.45,0.517,0.5,0.7,0.745,0.6,4.5,5.1,3.2,0.8,0.1,1.3,2.4,10.2,0
Fred VanVleet,2017-18,PG,F,23,East,TOR,76,0,20.0,3.1,7.2,0.426,1.4,3.4,0.414,1.6,3.7,0.43700000000000006,0.525,1.1,1.3,0.8320000000000001,0.3,2.1,2.4,3.2,0.9,0.3,1.0,1.7,8.6,0
Rashad Vaughn,2017-18,SG,G,21,West,TOT,28,0,7.6,0.8,2.0,0.41100000000000003,0.5,1.3,0.37799999999999995,0.3,0.7,0.474,0.536,0.1,0.2,0.667,0.1,0.6,0.8,0.5,0.2,0.1,0.2,0.5,2.3,0
Rashad Vaughn,2017-18,SG,G,21,East,MIL,22,0,7.9,1.0,2.3,0.42,0.6,1.6,0.371,0.4,0.7,0.5329999999999999,0.55,0.2,0.3,0.667,0.1,0.7,0.8,0.5,0.2,0.1,0.2,0.5,2.7,0
Rashad Vaughn,2017-18,SG,G,21,East,BRK,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
Rashad Vaughn,2017-18,SG,G,21,East,ORL,5,0,7.0,0.4,1.2,0.33299999999999996,0.2,0.4,0.5,0.2,0.8,0.25,0.41700000000000004,0.0,0.0,,0.2,0.6,0.8,0.0,0.2,0.0,0.4,0.4,1.0,0
Noah Vonleh,2017-18,PF,F,22,West,TOT,54,16,16.2,1.9,4.3,0.444,0.4,1.2,0.303,1.6,3.1,0.5,0.48700000000000004,0.7,1.1,0.621,1.3,4.5,5.8,0.6,0.4,0.3,0.6,1.3,4.9,0
Noah Vonleh,2017-18,PF,F,22,West,POR,33,12,14.4,1.4,2.9,0.49,0.1,0.2,0.33299999999999996,1.4,2.7,0.5,0.5,0.7,0.9,0.742,1.1,4.0,5.1,0.4,0.2,0.3,0.5,1.3,3.6,0
Noah Vonleh,2017-18,PF,F,22,East,CHI,21,4,19.0,2.7,6.6,0.413,0.9,2.9,0.3,1.9,3.7,0.5,0.478,0.6,1.3,0.48100000000000004,1.7,5.2,6.9,1.0,0.6,0.3,0.8,1.2,6.9,0
Nikola Vučević,2017-18,C,F,27,East,ORL,57,57,29.5,7.0,14.7,0.475,1.1,3.6,0.314,5.9,11.2,0.527,0.513,1.4,1.6,0.8190000000000001,1.8,7.4,9.2,3.4,1.0,1.1,1.9,2.5,16.5,0
Dwyane Wade,2017-18,SG,G,36,West,TOT,67,3,22.9,4.5,10.2,0.43799999999999994,0.5,1.7,0.28800000000000003,4.0,8.5,0.46799999999999997,0.462,2.0,2.8,0.7140000000000001,0.7,3.0,3.8,3.4,0.9,0.7,2.1,1.9,11.4,0
Dwyane Wade,2017-18,SG,G,36,East,CLE,46,3,23.2,4.3,9.5,0.455,0.5,1.5,0.32899999999999996,3.8,7.9,0.479,0.48200000000000004,2.0,2.9,0.701,0.8,3.1,3.9,3.5,0.9,0.7,2.0,1.8,11.2,0
Dwyane Wade,2017-18,SG,G,36,East,MIA,21,0,22.2,4.8,11.8,0.409,0.4,2.0,0.22,4.4,9.8,0.447,0.42700000000000005,2.0,2.6,0.745,0.5,2.9,3.4,3.1,0.9,0.7,2.3,1.9,12.0,0
Dion Waiters,2017-18,SG,G,26,East,MIA,30,30,30.6,5.4,13.7,0.39799999999999996,1.7,5.7,0.306,3.7,8.0,0.46299999999999997,0.461,1.7,2.3,0.7390000000000001,0.3,2.3,2.6,3.8,0.8,0.3,2.3,2.0,14.3,0
Kemba Walker,2017-18,PG,F,27,East,CHO,80,80,34.2,7.4,17.0,0.431,2.9,7.5,0.384,4.5,9.5,0.469,0.516,4.5,5.3,0.8640000000000001,0.4,2.7,3.1,5.6,1.1,0.3,2.2,1.2,22.1,1
John Wall,2017-18,PG,F,27,East,WAS,41,41,34.4,6.8,16.3,0.42,1.5,4.1,0.371,5.3,12.2,0.436,0.466,4.3,5.9,0.726,0.5,3.1,3.7,9.6,1.4,1.1,3.9,2.0,19.4,1
Tyrone Wallace,2017-18,PG,F,23,West,LAC,30,19,28.4,3.7,8.2,0.445,0.3,1.3,0.25,3.3,6.9,0.483,0.466,2.0,2.6,0.782,0.7,2.8,3.5,2.4,0.9,0.4,1.5,2.8,9.7,0
Taurean Waller-Prince,2017-18,SF,F,23,East,ATL,82,82,30.0,5.1,11.9,0.426,2.1,5.6,0.385,2.9,6.3,0.461,0.516,1.9,2.2,0.8440000000000001,0.6,4.1,4.7,2.6,1.0,0.5,2.3,2.0,14.1,0
Derrick Walton,2017-18,PG,F,22,East,MIA,16,0,9.2,0.5,1.6,0.32,0.4,1.1,0.41200000000000003,0.1,0.5,0.125,0.46,0.4,0.4,1.0,0.1,0.9,1.0,1.0,0.4,0.2,0.1,0.4,1.8,0
Jameel Warney,2017-18,PF,F,24,West,DAL,3,0,9.0,2.3,4.0,0.583,0.0,0.0,,2.3,4.0,0.583,0.583,1.0,1.7,0.6,1.3,1.7,3.0,0.0,0.0,0.0,0.3,0.7,5.7,0
T.J. Warren,2017-18,SF,F,24,West,PHO,65,65,33.0,8.1,16.4,0.498,0.3,1.4,0.222,7.8,15.0,0.523,0.507,3.0,3.9,0.757,1.9,3.2,5.1,1.3,1.0,0.6,1.3,2.3,19.6,0
Travis Wear,2017-18,SF,F,27,West,LAL,17,0,13.4,1.5,4.2,0.34700000000000003,1.0,2.8,0.36200000000000004,0.5,1.5,0.32,0.465,0.5,0.5,1.0,0.0,2.2,2.2,0.4,0.2,0.3,0.4,1.8,4.4,0
James Webb,2017-18,SF,F,24,East,BRK,10,0,12.0,0.6,2.4,0.25,0.4,1.9,0.21100000000000002,0.2,0.5,0.4,0.33299999999999996,0.0,0.0,,0.8,1.6,2.4,0.4,0.1,0.0,0.4,1.0,1.6,0
Briante Weber,2017-18,PG,F,25,West,TOT,18,0,13.2,1.1,2.4,0.442,0.2,0.6,0.364,0.8,1.8,0.469,0.488,0.4,0.6,0.8,0.4,1.5,1.9,1.2,1.0,0.3,0.8,1.6,2.8,0
Briante Weber,2017-18,PG,F,25,West,HOU,13,0,9.1,0.7,1.7,0.409,0.3,0.7,0.444,0.4,1.0,0.385,0.5,0.3,0.3,1.0,0.2,1.2,1.4,1.0,0.8,0.2,0.5,1.4,2.0,0
Briante Weber,2017-18,PG,F,25,West,MEM,5,0,23.8,2.0,4.2,0.47600000000000003,0.0,0.4,0.0,2.0,3.8,0.526,0.47600000000000003,0.8,1.2,0.667,1.0,2.4,3.4,1.8,1.6,0.4,1.6,2.0,4.8,0
David West,2017-18,C,F,37,West,GSW,73,0,13.7,3.0,5.2,0.5710000000000001,0.0,0.1,0.375,2.9,5.1,0.5760000000000001,0.575,0.8,1.1,0.759,0.9,2.4,3.3,1.9,0.6,1.0,1.1,1.6,6.8,0
Russell Westbrook,2017-18,PG,F,29,West,OKC,80,80,36.4,9.5,21.1,0.449,1.2,4.1,0.298,8.3,17.0,0.485,0.47700000000000004,5.2,7.1,0.737,1.9,8.2,10.1,10.3,1.8,0.3,4.8,2.5,25.4,1
Andrew White,2017-18,SF,F,24,East,ATL,15,0,13.9,1.7,4.9,0.342,1.2,3.3,0.36700000000000005,0.5,1.6,0.292,0.466,0.1,0.3,0.25,0.3,2.0,2.3,0.4,0.2,0.1,0.5,0.8,4.6,0
Derrick White,2017-18,PG,F,23,West,SAS,17,0,8.2,0.9,1.9,0.485,0.5,0.8,0.615,0.5,1.2,0.4,0.606,0.8,1.2,0.7,0.3,1.2,1.5,0.5,0.2,0.2,0.4,0.5,3.2,0
Okaro White,2017-18,PF,F,25,East,MIA,6,4,13.3,1.2,2.7,0.43799999999999994,0.7,1.8,0.364,0.5,0.8,0.6,0.563,0.3,0.5,0.667,0.5,1.3,1.8,0.3,0.2,0.2,0.2,1.0,3.3,0
Isaiah Whitehead,2017-18,PG,F,22,East,BRK,16,0,11.3,2.5,5.4,0.465,0.4,1.1,0.389,2.1,4.3,0.485,0.506,0.8,1.2,0.684,0.3,1.4,1.6,1.3,0.5,0.1,1.5,1.4,6.3,0
Hassan Whiteside,2017-18,C,F,28,East,MIA,54,54,25.3,5.8,10.7,0.54,0.0,0.0,1.0,5.7,10.7,0.5379999999999999,0.542,2.4,3.4,0.703,3.2,8.2,11.4,1.0,0.7,1.7,1.7,2.4,14.0,0
Andrew Wiggins,2017-18,SF,F,22,West,MIN,82,82,36.3,6.9,15.9,0.43799999999999994,1.4,4.1,0.331,5.6,11.7,0.475,0.48100000000000004,2.5,3.8,0.643,1.0,3.4,4.4,2.0,1.1,0.6,1.7,2.0,17.7,0
Jacob Wiley,2017-18,PF,F,23,East,BRK,5,0,6.6,0.2,0.8,0.25,0.2,0.4,0.5,0.0,0.4,0.0,0.375,0.2,0.4,0.5,0.4,1.8,2.2,0.4,0.2,0.0,0.0,0.8,0.8,0
Damien Wilkins,2017-18,SF,F,38,East,IND,19,1,8.0,0.7,2.1,0.33299999999999996,0.2,0.9,0.222,0.5,1.1,0.429,0.385,0.2,0.2,0.75,0.3,0.6,0.8,0.5,0.1,0.1,0.3,0.4,1.7,0
Alan Williams,2017-18,PF,F,25,West,PHO,5,0,14.0,1.4,3.6,0.389,0.0,0.0,,1.4,3.6,0.389,0.389,1.2,1.8,0.667,0.6,3.8,4.4,1.6,1.0,0.2,1.4,2.6,4.0,0
C.J. Williams,2017-18,SG,G,27,West,LAC,38,17,18.6,2.3,5.2,0.442,0.6,2.1,0.282,1.7,3.1,0.546,0.49700000000000005,0.3,0.4,0.813,0.3,1.2,1.5,1.1,0.8,0.3,0.5,1.7,5.5,0
Derrick Williams,2017-18,PF,F,26,West,LAL,2,0,4.5,0.5,2.0,0.25,0.0,1.0,0.0,0.5,1.0,0.5,0.25,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0
Lou Williams,2017-18,SG,G,31,West,LAC,79,19,32.8,7.4,16.9,0.435,2.4,6.6,0.359,5.0,10.4,0.484,0.505,5.5,6.2,0.88,0.5,2.0,2.5,5.3,1.1,0.2,3.0,1.3,22.6,0
Marvin Williams,2017-18,PF,F,31,East,CHO,78,78,25.7,3.3,7.2,0.45799999999999996,1.6,3.9,0.413,1.7,3.3,0.512,0.57,1.3,1.6,0.8290000000000001,0.9,3.8,4.7,1.2,0.7,0.5,0.8,1.5,9.5,0
Matt Williams,2017-18,SG,G,24,East,MIA,3,0,3.7,0.7,2.0,0.33299999999999996,0.3,1.7,0.2,0.3,0.3,1.0,0.41700000000000004,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.3,1.7,0
Troy Williams,2017-18,SF,F,23,West,TOT,21,1,14.6,2.4,5.2,0.46799999999999997,0.5,1.8,0.289,1.9,3.4,0.563,0.518,1.0,1.4,0.667,1.0,2.0,3.0,0.8,1.0,0.2,0.9,1.6,6.3,0
Troy Williams,2017-18,SF,F,23,West,HOU,4,0,4.3,0.5,2.3,0.222,0.0,1.3,0.0,0.5,1.0,0.5,0.222,0.3,0.8,0.33299999999999996,0.3,0.8,1.0,0.3,0.3,0.0,0.3,0.5,1.3,0
Troy Williams,2017-18,SF,F,23,East,NYK,17,1,17.1,2.9,5.9,0.49,0.6,1.9,0.33299999999999996,2.2,3.9,0.5670000000000001,0.545,1.1,1.6,0.7040000000000001,1.2,2.2,3.5,0.9,1.1,0.2,1.1,1.9,7.5,0
D.J. Wilson,2017-18,PF,F,21,East,MIL,22,0,3.2,0.4,0.7,0.563,0.1,0.2,0.4,0.3,0.5,0.636,0.625,0.0,0.1,0.5,0.1,0.4,0.5,0.1,0.1,0.0,0.2,0.3,1.0,0
Jamil Wilson,2017-18,SF,F,27,West,LAC,15,10,18.3,2.5,5.4,0.469,1.8,4.2,0.429,0.7,1.2,0.611,0.636,0.1,0.3,0.5,0.2,1.9,2.1,0.7,0.3,0.5,0.5,2.3,7.0,0
Justise Winslow,2017-18,PF,F,21,East,MIA,68,25,24.7,3.0,7.2,0.424,0.7,1.9,0.38,2.3,5.3,0.44,0.474,1.0,1.5,0.635,0.9,4.5,5.4,2.2,0.8,0.5,1.1,2.1,7.8,0
Jeff Withey,2017-18,C,F,27,West,DAL,9,0,4.3,0.7,1.8,0.375,0.2,1.1,0.2,0.4,0.7,0.667,0.43799999999999994,0.1,0.2,0.5,0.1,1.0,1.1,0.0,0.0,0.3,0.2,0.3,1.7,0
Nate Wolters,2017-18,PG,F,26,West,UTA,5,0,3.8,0.2,1.2,0.16699999999999998,0.0,0.0,,0.2,1.2,0.16699999999999998,0.16699999999999998,0.0,0.0,,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.4,0
Brandan Wright,2017-18,PF,F,30,West,TOT,28,1,13.6,2.1,3.6,0.578,0.0,0.0,,2.1,3.6,0.578,0.578,0.8,1.2,0.636,1.2,2.2,3.4,0.5,0.5,0.9,0.3,1.1,5.0,0
Brandan Wright,2017-18,PF,F,30,West,MEM,27,1,13.6,2.1,3.7,0.5760000000000001,0.0,0.0,,2.1,3.7,0.5760000000000001,0.5760000000000001,0.8,1.2,0.636,1.2,2.3,3.4,0.5,0.5,0.9,0.3,1.1,5.0,0
Brandan Wright,2017-18,PF,F,30,West,HOU,1,0,15.0,2.0,3.0,0.667,0.0,0.0,,2.0,3.0,0.667,0.667,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,0
Delon Wright,2017-18,PG,F,25,East,TOR,69,4,20.8,2.9,6.3,0.465,0.8,2.2,0.366,2.1,4.0,0.52,0.53,1.4,1.7,0.8290000000000001,0.7,2.2,2.9,2.9,1.0,0.5,1.1,1.2,8.0,0
Guerschon Yabusele,2017-18,PF,F,22,East,BOS,33,4,7.1,0.8,1.8,0.426,0.4,1.1,0.324,0.4,0.7,0.583,0.525,0.5,0.7,0.682,0.5,1.1,1.6,0.5,0.1,0.2,0.4,0.7,2.4,0
James Young,2017-18,SG,G,22,East,PHI,6,0,10.2,0.8,2.3,0.35700000000000004,0.5,1.7,0.3,0.3,0.7,0.5,0.46399999999999997,0.7,1.0,0.667,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.7,2.8,0
Joe Young,2017-18,PG,F,25,East,IND,53,1,10.5,1.5,3.5,0.43,0.5,1.2,0.379,1.0,2.3,0.45799999999999996,0.49700000000000005,0.4,0.5,0.759,0.2,1.0,1.2,0.7,0.3,0.0,0.5,0.7,3.9,0
Nick Young,2017-18,SG,G,32,West,GSW,80,8,17.4,2.5,6.1,0.41200000000000003,1.5,4.1,0.377,1.0,2.0,0.48100000000000004,0.5379999999999999,0.7,0.8,0.862,0.3,1.3,1.6,0.5,0.5,0.1,0.5,1.3,7.3,0
Thaddeus Young,2017-18,PF,F,29,East,IND,81,81,32.2,5.2,10.7,0.48700000000000004,0.7,2.2,0.32,4.5,8.4,0.531,0.521,0.7,1.1,0.598,2.3,4.0,6.3,1.9,1.7,0.4,1.3,2.2,11.8,0
Cody Zeller,2017-18,C,F,25,East,CHO,33,0,19.0,2.6,4.7,0.545,0.1,0.1,0.667,2.5,4.6,0.542,0.551,1.8,2.6,0.718,2.0,3.3,5.4,0.9,0.4,0.6,1.0,2.5,7.1,0
Tyler Zeller,2017-18,C,F,28,West,TOT,66,34,16.8,2.8,5.1,0.56,0.2,0.4,0.35700000000000004,2.7,4.6,0.578,0.575,0.9,1.2,0.722,1.7,3.0,4.6,0.7,0.2,0.5,0.7,1.9,6.7,0
