Player,Season,Pos,Pos2,Age,Conf,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ALL_STAR
John Jenkins,2016-17,SG,G,25,West,PHO,4,0,3.3,0.5,1.3,0.4,0.3,0.5,0.5,0.3,0.8,0.33299999999999996,0.5,0.5,0.5,1.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.8,0
Brandon Jennings,2016-17,PG,F,27,West,TOT,81,13,22.2,2.4,6.6,0.359,1.0,3.1,0.313,1.4,3.5,0.39899999999999997,0.433,1.4,1.9,0.75,0.4,2.1,2.4,4.9,0.9,0.0,1.6,1.4,7.1,0
Brandon Jennings,2016-17,PG,F,27,East,NYK,58,11,24.6,2.8,7.4,0.38,1.2,3.4,0.34,1.6,3.9,0.415,0.45899999999999996,1.8,2.3,0.7559999999999999,0.4,2.3,2.6,4.9,0.9,0.1,1.8,1.4,8.6,0
Brandon Jennings,2016-17,PG,F,27,East,WAS,23,2,16.3,1.3,4.6,0.27399999999999997,0.5,2.3,0.212,0.8,2.3,0.33299999999999996,0.325,0.5,0.7,0.706,0.3,1.6,1.9,4.7,0.7,0.0,1.0,1.4,3.5,0
Jonas Jerebko,2016-17,PF,F,29,East,BOS,78,6,15.8,1.5,3.4,0.435,0.6,1.7,0.34600000000000003,0.9,1.7,0.523,0.521,0.3,0.5,0.703,0.8,2.7,3.5,0.9,0.3,0.2,0.5,1.6,3.8,0
Amir Johnson,2016-17,PF,F,29,East,BOS,80,77,20.1,2.7,4.6,0.5760000000000001,0.3,0.8,0.409,2.3,3.8,0.612,0.612,0.8,1.3,0.67,1.5,3.1,4.6,1.8,0.6,0.8,1.0,2.6,6.5,0
Brice Johnson,2016-17,PF,F,22,West,LAC,3,0,3.0,0.7,2.3,0.28600000000000003,0.0,0.0,,0.7,2.3,0.28600000000000003,0.28600000000000003,0.0,0.0,,0.3,0.7,1.0,0.3,0.7,0.3,0.3,0.0,1.3,0
James Johnson,2016-17,PF,F,29,East,MIA,76,5,27.4,4.8,10.1,0.479,1.1,3.4,0.34,3.7,6.8,0.5479999999999999,0.535,2.0,2.8,0.7070000000000001,0.9,4.1,4.9,3.6,1.0,1.1,2.3,2.6,12.8,0
Joe Johnson,2016-17,SF,F,35,West,UTA,78,14,23.6,3.5,8.0,0.436,1.4,3.3,0.41100000000000003,2.1,4.7,0.45399999999999996,0.521,0.8,1.0,0.818,0.4,2.7,3.1,1.8,0.5,0.2,0.9,1.2,9.2,0
Stanley Johnson,2016-17,SF,F,20,East,DET,77,1,17.8,1.7,4.7,0.353,0.6,2.0,0.292,1.1,2.7,0.39799999999999996,0.415,0.5,0.7,0.679,0.5,2.0,2.5,1.4,0.7,0.3,0.9,1.6,4.4,0
Tyler Johnson,2016-17,PG,F,24,East,MIA,73,0,29.8,4.9,11.3,0.433,1.3,3.4,0.37200000000000005,3.6,7.9,0.46,0.49,2.7,3.5,0.768,0.7,3.3,4.0,3.2,1.2,0.6,1.2,2.4,13.7,0
Wesley Johnson,2016-17,SF,F,29,West,LAC,68,3,11.9,1.1,2.9,0.365,0.4,1.7,0.24600000000000002,0.6,1.2,0.537,0.43799999999999994,0.2,0.3,0.647,0.4,2.3,2.7,0.3,0.4,0.4,0.3,1.2,2.7,0
Nikola Jokić,2016-17,C,F,21,West,DEN,73,59,27.9,6.8,11.7,0.578,0.6,1.9,0.324,6.2,9.8,0.628,0.605,2.6,3.1,0.825,2.9,6.9,9.8,4.9,0.8,0.8,2.3,2.9,16.7,0
Dahntay Jones,2016-17,SF,F,36,East,CLE,1,0,12.0,3.0,8.0,0.375,0.0,2.0,0.0,3.0,6.0,0.5,0.375,3.0,4.0,0.75,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,9.0,0
Damian Jones,2016-17,C,F,21,West,GSW,10,0,8.5,0.8,1.6,0.5,0.0,0.0,,0.8,1.6,0.5,0.5,0.3,1.0,0.3,0.9,1.4,2.3,0.0,0.1,0.4,0.6,1.5,1.9,0
Derrick Jones,2016-17,SF,F,19,West,PHO,32,8,17.0,2.1,3.8,0.562,0.1,0.3,0.273,2.0,3.4,0.591,0.574,0.9,1.3,0.7070000000000001,1.2,1.3,2.5,0.4,0.4,0.4,0.4,2.0,5.3,0
James Jones,2016-17,SF,F,36,East,CLE,48,2,7.9,0.9,1.9,0.478,0.6,1.4,0.47,0.3,0.5,0.5,0.647,0.3,0.4,0.65,0.1,0.7,0.8,0.3,0.1,0.2,0.2,0.8,2.8,0
Terrence Jones,2016-17,PF,F,25,West,TOT,54,12,23.5,4.3,9.1,0.47,0.4,1.4,0.253,3.9,7.7,0.508,0.489,1.9,3.1,0.606,1.2,4.5,5.7,1.1,0.7,1.0,0.9,1.2,10.8,0
Terrence Jones,2016-17,PF,F,25,West,NOP,51,12,24.8,4.5,9.6,0.47200000000000003,0.4,1.5,0.253,4.2,8.1,0.512,0.49200000000000005,2.0,3.3,0.606,1.3,4.7,5.9,1.2,0.8,1.0,0.9,1.3,11.5,0
Terrence Jones,2016-17,PF,F,25,East,MIL,3,0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0
Tyus Jones,2016-17,PG,F,20,West,MIN,60,0,12.9,1.3,3.0,0.414,0.4,1.2,0.35600000000000004,0.8,1.8,0.45399999999999996,0.486,0.6,0.7,0.767,0.2,1.0,1.1,2.6,0.8,0.1,0.6,0.8,3.5,0
DeAndre Jordan,2016-17,C,F,28,West,LAC,81,81,31.7,5.1,7.1,0.7140000000000001,0.0,0.0,0.0,5.1,7.1,0.7170000000000001,0.7140000000000001,2.5,5.2,0.48200000000000004,3.7,10.1,13.8,1.2,0.6,1.7,1.4,2.6,12.7,1
Cory Joseph,2016-17,PG,F,25,East,TOR,80,22,25.0,3.7,8.3,0.452,0.6,1.7,0.35600000000000004,3.1,6.6,0.47700000000000004,0.489,1.2,1.5,0.77,0.6,2.3,2.9,3.3,0.8,0.2,1.4,1.8,9.3,0
Frank Kaminsky,2016-17,C,F,23,East,CHO,75,16,26.1,4.3,10.7,0.39899999999999997,1.5,4.7,0.32799999999999996,2.7,6.0,0.455,0.47100000000000003,1.6,2.1,0.7559999999999999,0.8,3.7,4.5,2.2,0.6,0.5,1.0,1.9,11.7,0
Enes Kanter,2016-17,C,F,24,West,OKC,72,0,21.3,5.6,10.2,0.545,0.1,0.5,0.132,5.5,9.7,0.568,0.5489999999999999,3.1,4.0,0.7859999999999999,2.7,4.0,6.7,0.9,0.4,0.5,1.7,2.1,14.3,0
Ryan Kelly,2016-17,PF,F,25,East,ATL,16,0,6.9,0.5,1.8,0.28600000000000003,0.3,0.6,0.4,0.3,1.1,0.222,0.35700000000000004,0.3,0.4,0.833,0.1,1.1,1.1,0.5,0.3,0.3,0.3,0.3,1.6,0
Michael Kidd-Gilchrist,2016-17,SF,F,23,East,CHO,81,81,29.0,3.6,7.6,0.47700000000000004,0.0,0.1,0.111,3.6,7.5,0.483,0.478,1.9,2.4,0.784,1.9,5.0,7.0,1.4,1.0,1.0,0.7,2.3,9.2,0
Sean Kilpatrick,2016-17,SG,G,27,East,BRK,70,24,25.1,4.4,10.5,0.415,1.5,4.4,0.341,2.9,6.1,0.46799999999999997,0.486,2.9,3.5,0.843,0.3,3.7,4.0,2.2,0.6,0.1,1.9,1.7,13.1,0
Brandon Knight,2016-17,SG,G,25,West,PHO,54,5,21.1,3.9,9.7,0.39799999999999996,0.8,2.6,0.324,3.0,7.1,0.425,0.441,2.4,2.9,0.857,0.5,1.7,2.2,2.4,0.5,0.1,1.6,1.6,11.0,0
Kyle Korver,2016-17,SG,G,35,West,TOT,67,22,26.2,3.6,7.7,0.46399999999999997,2.4,5.4,0.451,1.1,2.3,0.494,0.621,0.6,0.6,0.905,0.1,2.7,2.8,1.6,0.5,0.3,1.0,1.6,10.1,0
Kyle Korver,2016-17,SG,G,35,East,ATL,32,21,27.9,3.4,7.7,0.439,2.0,5.0,0.409,1.3,2.7,0.494,0.5710000000000001,0.8,0.8,0.889,0.0,2.8,2.8,2.3,0.7,0.4,1.3,1.5,9.5,0
Kyle Korver,2016-17,SG,G,35,East,CLE,35,1,24.5,3.7,7.7,0.48700000000000004,2.8,5.7,0.485,1.0,2.0,0.493,0.667,0.4,0.4,0.9329999999999999,0.2,2.6,2.8,1.0,0.3,0.2,0.8,1.7,10.7,0
Kosta Koufos,2016-17,C,F,27,West,SAC,71,62,20.0,3.0,5.5,0.551,0.0,0.0,0.0,3.0,5.5,0.552,0.551,0.5,0.9,0.613,1.7,4.0,5.7,0.7,0.5,0.7,0.9,2.4,6.6,0
Mindaugas Kuzminskas,2016-17,SF,F,27,East,NYK,68,5,14.9,2.3,5.4,0.428,0.8,2.5,0.321,1.5,3.0,0.517,0.501,0.8,1.0,0.809,0.7,1.2,1.9,1.0,0.4,0.2,0.8,1.2,6.3,0
Skal Labissière,2016-17,PF,F,20,West,SAC,33,12,18.5,3.5,6.6,0.537,0.1,0.2,0.375,3.5,6.4,0.5429999999999999,0.544,1.6,2.2,0.703,1.5,3.4,4.9,0.8,0.5,0.4,1.1,1.9,8.8,0
Jeremy Lamb,2016-17,SG,G,24,East,CHO,62,5,18.4,3.6,7.9,0.46,0.7,2.4,0.281,3.0,5.6,0.536,0.502,1.8,2.1,0.853,0.5,3.8,4.3,1.2,0.4,0.4,0.6,1.6,9.7,0
Nicolás Laprovíttola,2016-17,PG,F,27,West,SAS,18,3,9.7,1.1,2.6,0.426,0.6,1.5,0.37,0.6,1.1,0.5,0.532,0.5,0.5,1.0,0.1,0.5,0.6,1.6,0.2,0.1,1.1,1.1,3.3,0
Joffrey Lauvergne,2016-17,PF-C,F,25,West,TOT,70,1,14.0,2.1,4.8,0.44,0.5,1.4,0.337,1.6,3.4,0.483,0.49,0.7,1.0,0.63,1.0,2.6,3.6,1.0,0.4,0.1,0.8,1.2,5.4,0
Joffrey Lauvergne,2016-17,PF,F,25,West,OKC,50,0,14.8,2.2,4.9,0.455,0.5,1.6,0.34600000000000003,1.7,3.3,0.506,0.51,0.7,1.2,0.638,1.0,2.6,3.7,1.0,0.4,0.1,0.8,1.4,5.7,0
Joffrey Lauvergne,2016-17,C,F,25,East,CHI,20,1,12.1,1.9,4.6,0.402,0.3,1.0,0.3,1.6,3.6,0.431,0.435,0.5,0.8,0.6,1.1,2.4,3.4,1.0,0.4,0.0,0.8,0.6,4.5,0
Zach LaVine,2016-17,SG,G,21,West,MIN,47,47,37.2,6.9,15.1,0.45899999999999996,2.6,6.6,0.387,4.4,8.5,0.515,0.544,2.5,3.0,0.836,0.4,3.0,3.4,3.0,0.9,0.2,1.8,2.2,18.9,0
Ty Lawson,2016-17,PG,F,29,West,SAC,69,24,25.1,3.4,7.6,0.45399999999999996,0.5,1.7,0.28800000000000003,2.9,5.9,0.502,0.48700000000000004,2.5,3.1,0.797,0.6,2.0,2.6,4.8,1.1,0.1,1.9,1.7,9.9,0
Jake Layman,2016-17,SF,F,22,West,POR,35,1,7.1,0.7,2.5,0.292,0.4,1.5,0.255,0.4,1.1,0.342,0.365,0.4,0.5,0.765,0.2,0.5,0.7,0.3,0.3,0.1,0.3,0.6,2.2,0
Courtney Lee,2016-17,SG,G,31,East,NYK,77,74,31.9,4.2,9.1,0.456,1.4,3.5,0.401,2.8,5.6,0.49,0.5329999999999999,1.1,1.3,0.867,0.7,2.7,3.4,2.3,1.1,0.3,0.9,1.8,10.8,0
David Lee,2016-17,PF,F,33,West,SAS,79,10,18.7,3.1,5.3,0.59,0.0,0.0,,3.1,5.3,0.59,0.59,1.0,1.4,0.708,1.9,3.7,5.6,1.6,0.4,0.5,1.0,1.6,7.3,0
Alex Len,2016-17,C,F,23,West,PHO,77,34,20.3,3.0,6.0,0.49700000000000005,0.0,0.2,0.25,2.9,5.9,0.503,0.5,1.9,2.7,0.721,2.0,4.6,6.6,0.6,0.5,1.3,1.3,3.1,8.0,0
Kawhi Leonard,2016-17,SF,F,25,West,SAS,74,74,33.4,8.6,17.7,0.485,2.0,5.2,0.38,6.6,12.5,0.529,0.541,6.3,7.2,0.88,1.1,4.7,5.8,3.5,1.8,0.7,2.1,1.6,25.5,1
Meyers Leonard,2016-17,PF,F,24,West,POR,74,12,16.5,2.0,5.1,0.386,1.0,2.9,0.34700000000000003,1.0,2.2,0.436,0.484,0.5,0.5,0.875,0.4,2.8,3.2,1.0,0.2,0.4,0.5,2.3,5.4,0
Jon Leuer,2016-17,PF,F,27,East,DET,75,34,25.9,4.1,8.6,0.48,0.7,2.2,0.293,3.5,6.4,0.545,0.518,1.3,1.5,0.867,1.4,4.0,5.4,1.5,0.4,0.3,0.9,1.9,10.2,0
Caris LeVert,2016-17,SF,F,22,East,BRK,57,26,21.7,3.0,6.7,0.45,1.0,3.2,0.321,2.0,3.4,0.5710000000000001,0.528,1.2,1.6,0.72,0.4,2.9,3.3,1.9,0.9,0.1,1.0,1.6,8.2,0
DeAndre Liggins,2016-17,SG,G,28,West,TOT,62,19,12.5,0.9,2.3,0.387,0.3,0.7,0.37,0.6,1.5,0.396,0.447,0.4,0.6,0.625,0.3,1.4,1.7,0.9,0.8,0.2,0.7,1.3,2.5,0
DeAndre Liggins,2016-17,SG,G,28,East,CLE,61,19,12.3,0.9,2.2,0.382,0.3,0.7,0.37799999999999995,0.6,1.5,0.385,0.445,0.4,0.6,0.622,0.3,1.4,1.7,0.9,0.7,0.2,0.7,1.3,2.4,0
DeAndre Liggins,2016-17,SG,G,28,West,DAL,1,0,25.0,3.0,6.0,0.5,0.0,1.0,0.0,3.0,5.0,0.6,0.5,2.0,3.0,0.667,3.0,4.0,7.0,0.0,2.0,0.0,0.0,3.0,8.0,0
Damian Lillard,2016-17,PG,F,26,West,POR,75,75,35.9,8.8,19.8,0.444,2.9,7.7,0.37,6.0,12.1,0.49200000000000005,0.516,6.5,7.3,0.895,0.6,4.3,4.9,5.9,0.9,0.3,2.6,2.0,27.0,0
Jeremy Lin,2016-17,PG,F,28,East,BRK,36,33,24.5,4.9,11.1,0.43799999999999994,1.6,4.3,0.37200000000000005,3.3,6.8,0.48,0.51,3.2,3.9,0.816,0.3,3.4,3.8,5.1,1.2,0.4,2.4,2.2,14.5,0
Shaun Livingston,2016-17,PG,F,31,West,GSW,76,3,17.7,2.3,4.2,0.547,0.0,0.0,0.33299999999999996,2.3,4.1,0.55,0.5489999999999999,0.6,0.8,0.7,0.4,1.6,2.0,1.8,0.5,0.3,0.8,1.6,5.1,0
Shawn Long,2016-17,C,F,24,East,PHI,18,0,13.0,3.4,6.1,0.56,0.4,1.1,0.368,3.0,5.0,0.6,0.5920000000000001,1.1,1.9,0.5429999999999999,2.3,2.4,4.7,0.7,0.5,0.5,0.7,2.7,8.2,0
Kevon Looney,2016-17,C,F,20,West,GSW,53,4,8.4,1.1,2.0,0.523,0.0,0.2,0.222,1.0,1.8,0.551,0.5329999999999999,0.4,0.6,0.618,0.8,1.5,2.3,0.5,0.3,0.3,0.3,1.2,2.5,0
Brook Lopez,2016-17,C,F,28,East,BRK,75,75,29.6,7.4,15.6,0.474,1.8,5.2,0.34600000000000003,5.6,10.5,0.536,0.531,3.9,4.9,0.81,1.6,3.8,5.4,2.3,0.5,1.7,2.5,2.6,20.5,0
Robin Lopez,2016-17,C,F,28,East,CHI,81,81,28.0,4.7,9.6,0.493,0.0,0.0,0.0,4.7,9.5,0.494,0.493,0.9,1.3,0.721,3.0,3.4,6.4,1.0,0.2,1.4,1.1,1.9,10.4,0
Kevin Love,2016-17,PF,F,28,East,CLE,60,60,31.4,6.2,14.5,0.42700000000000005,2.4,6.5,0.373,3.8,8.0,0.47100000000000003,0.51,4.3,4.9,0.871,2.5,8.6,11.1,1.9,0.9,0.4,2.0,2.1,19.0,1
Kyle Lowry,2016-17,PG,F,30,East,TOR,60,60,37.4,7.1,15.3,0.46399999999999997,3.2,7.8,0.41200000000000003,3.9,7.5,0.518,0.569,5.0,6.1,0.8190000000000001,0.8,4.0,4.8,7.0,1.5,0.3,2.9,2.8,22.4,1
John Lucas III,2016-17,PG,F,34,West,MIN,5,0,2.2,0.2,0.8,0.25,0.0,0.2,0.0,0.2,0.6,0.33299999999999996,0.25,0.0,0.0,,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4,0
Timothé Luwawu-Cabarrot,2016-17,SF,F,21,East,PHI,69,19,17.2,2.1,5.2,0.402,0.7,2.3,0.311,1.4,2.9,0.475,0.47100000000000003,1.5,1.8,0.8540000000000001,0.4,1.8,2.2,1.1,0.5,0.1,1.1,2.2,6.4,0
Trey Lyles,2016-17,PF,F,21,West,UTA,71,4,16.3,2.2,6.2,0.36200000000000004,0.9,2.9,0.319,1.3,3.3,0.4,0.436,0.8,1.1,0.722,0.7,2.6,3.3,1.0,0.4,0.3,0.9,1.4,6.2,0
Sheldon Mac,2016-17,SG,G,24,East,WAS,30,3,9.6,1.0,2.5,0.4,0.2,1.0,0.233,0.8,1.5,0.511,0.447,0.8,0.9,0.852,0.1,1.0,1.1,0.5,0.3,0.1,0.2,0.6,3.0,0
Shelvin Mack,2016-17,PG,F,26,West,UTA,55,9,21.9,3.1,6.9,0.446,0.7,2.2,0.308,2.4,4.7,0.51,0.495,1.0,1.4,0.688,0.4,1.9,2.3,2.8,0.8,0.1,1.6,1.8,7.8,0
Ian Mahinmi,2016-17,C,F,30,East,WAS,31,0,17.9,2.1,3.6,0.586,0.0,0.0,,2.1,3.6,0.586,0.586,1.4,2.4,0.573,1.5,3.3,4.8,0.6,1.1,0.8,1.1,2.9,5.6,0
Thon Maker,2016-17,C,F,19,East,MIL,57,34,9.9,1.5,3.2,0.45899999999999996,0.5,1.3,0.37799999999999995,1.0,1.9,0.514,0.536,0.6,0.9,0.653,0.7,1.3,2.0,0.4,0.2,0.5,0.3,1.5,4.0,0
Boban Marjanović,2016-17,C,F,28,East,DET,35,0,8.4,2.1,3.8,0.545,0.0,0.0,,2.1,3.8,0.545,0.545,1.3,1.7,0.81,1.3,2.4,3.7,0.3,0.2,0.3,0.3,0.7,5.5,0
Jarell Martin,2016-17,PF,F,22,West,MEM,42,3,13.3,1.4,3.6,0.384,0.2,0.6,0.36,1.2,3.0,0.389,0.414,1.0,1.2,0.8,1.0,2.9,3.9,0.2,0.4,0.2,0.7,2.2,3.9,0
Wesley Matthews,2016-17,SG,G,30,West,DAL,73,73,34.2,4.6,11.6,0.39299999999999996,2.4,6.6,0.363,2.2,5.0,0.43200000000000005,0.496,2.0,2.5,0.816,0.2,3.3,3.5,2.9,1.1,0.2,1.4,2.2,13.5,0
Luc Mbah a Moute,2016-17,SF,F,30,West,LAC,80,76,22.3,2.4,4.7,0.505,0.5,1.4,0.391,1.9,3.4,0.552,0.562,0.7,1.1,0.6779999999999999,0.6,1.6,2.1,0.5,1.0,0.4,0.6,1.5,6.1,0
James Michael McAdoo,2016-17,PF,F,24,West,GSW,52,2,8.8,1.2,2.3,0.53,0.0,0.2,0.25,1.2,2.1,0.55,0.5379999999999999,0.4,0.8,0.5,0.7,1.1,1.8,0.3,0.3,0.6,0.4,0.9,2.8,0
Patrick McCaw,2016-17,SG,G,21,West,GSW,71,20,15.1,1.5,3.5,0.433,0.6,1.7,0.33299999999999996,0.9,1.7,0.5329999999999999,0.516,0.4,0.5,0.784,0.3,1.1,1.4,1.1,0.5,0.2,0.5,0.9,4.0,0
CJ McCollum,2016-17,SG,G,25,West,POR,80,80,35.0,8.7,18.0,0.48,2.3,5.5,0.42100000000000004,6.3,12.5,0.506,0.544,3.4,3.7,0.912,0.8,2.9,3.6,3.6,0.9,0.5,2.2,2.5,23.0,0
T.J. McConnell,2016-17,PG,F,24,East,PHI,81,51,26.3,2.9,6.3,0.461,0.1,0.7,0.2,2.8,5.6,0.49200000000000005,0.47200000000000003,0.9,1.1,0.8109999999999999,0.5,2.6,3.1,6.6,1.7,0.1,2.0,1.7,6.9,0
Chris McCullough,2016-17,PF,F,21,West,TOT,16,0,5.0,1.0,2.0,0.5,0.1,0.4,0.14300000000000002,0.9,1.6,0.6,0.516,0.2,0.3,0.6,0.6,0.6,1.2,0.1,0.1,0.1,0.2,0.4,2.3,0
Chris McCullough,2016-17,PF,F,21,East,BRK,14,0,5.1,1.1,2.2,0.516,0.1,0.4,0.16699999999999998,1.1,1.8,0.6,0.532,0.1,0.2,0.667,0.6,0.6,1.2,0.1,0.1,0.1,0.1,0.5,2.5,0
Chris McCullough,2016-17,PF,F,21,East,WAS,2,0,4.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0
K.J. McDaniels,2016-17,SF,F,23,West,TOT,49,0,10.3,1.6,3.4,0.456,0.4,1.3,0.303,1.2,2.1,0.5529999999999999,0.515,0.7,0.8,0.8420000000000001,0.3,1.4,1.7,0.3,0.4,0.4,0.6,1.0,4.2,0
K.J. McDaniels,2016-17,SF,F,23,West,HOU,29,0,7.3,1.1,2.3,0.456,0.3,0.9,0.33299999999999996,0.8,1.4,0.537,0.522,0.3,0.3,0.9,0.2,0.8,1.0,0.1,0.2,0.3,0.3,0.8,2.8,0
K.J. McDaniels,2016-17,SF,F,23,East,BRK,20,0,14.7,2.3,5.1,0.455,0.6,2.0,0.282,1.8,3.1,0.565,0.51,1.2,1.4,0.821,0.5,2.2,2.6,0.5,0.6,0.5,1.0,1.3,6.3,0
Doug McDermott,2016-17,SF,F,25,West,TOT,66,5,22.8,3.4,7.5,0.447,1.2,3.2,0.37,2.2,4.4,0.502,0.524,1.1,1.3,0.845,0.3,2.4,2.7,0.9,0.2,0.1,0.6,1.2,9.0,0
Doug McDermott,2016-17,SF,F,25,East,CHI,44,4,24.5,3.8,8.5,0.445,1.3,3.4,0.373,2.5,5.1,0.493,0.52,1.3,1.5,0.8809999999999999,0.3,2.6,3.0,1.0,0.3,0.1,0.7,1.3,10.2,0
Doug McDermott,2016-17,SF,F,25,West,OKC,22,1,19.5,2.5,5.6,0.452,1.0,2.6,0.36200000000000004,1.6,3.0,0.53,0.536,0.5,0.8,0.706,0.3,2.0,2.2,0.6,0.1,0.0,0.3,1.0,6.6,0
JaVale McGee,2016-17,C,F,29,West,GSW,77,10,9.6,2.7,4.1,0.652,0.0,0.0,0.0,2.7,4.1,0.6579999999999999,0.652,0.7,1.4,0.505,1.3,1.9,3.2,0.2,0.2,0.9,0.5,1.4,6.1,0
Rodney McGruder,2016-17,SG,G,25,East,MIA,78,65,25.2,2.4,5.9,0.413,0.9,2.8,0.332,1.5,3.1,0.488,0.49200000000000005,0.6,0.9,0.62,1.2,2.1,3.3,1.6,0.6,0.2,0.7,1.8,6.4,0
Ben McLemore,2016-17,SG,G,23,West,SAC,61,26,19.3,3.0,6.9,0.43,1.1,2.8,0.382,1.9,4.1,0.462,0.507,1.1,1.5,0.753,0.3,1.8,2.1,0.8,0.5,0.1,1.0,1.8,8.1,0
Jordan McRae,2016-17,SG,G,25,East,CLE,37,4,10.4,1.6,4.1,0.387,0.5,1.4,0.353,1.1,2.7,0.40399999999999997,0.447,0.7,0.9,0.794,0.2,0.9,1.1,0.5,0.2,0.2,0.4,0.8,4.4,0
Josh McRoberts,2016-17,PF,F,29,East,MIA,22,14,17.3,2.0,5.4,0.373,0.6,1.4,0.419,1.4,4.0,0.35600000000000004,0.428,0.3,0.4,0.667,1.0,2.3,3.4,2.3,0.5,0.2,1.0,1.4,4.9,0
Jodie Meeks,2016-17,SG,G,29,East,ORL,36,10,20.5,2.9,7.1,0.402,1.6,3.8,0.409,1.3,3.3,0.395,0.512,1.8,2.1,0.878,0.1,2.0,2.1,1.3,0.9,0.1,1.0,1.1,9.1,0
Salah Mejri,2016-17,C,F,30,West,DAL,73,11,12.4,1.2,1.9,0.642,0.0,0.0,0.33299999999999996,1.2,1.8,0.649,0.6459999999999999,0.5,0.8,0.59,1.3,2.9,4.2,0.2,0.4,0.8,0.5,2.1,2.9,0
Jordan Mickey,2016-17,PF,F,22,East,BOS,25,1,5.6,0.6,1.4,0.441,0.0,0.0,0.0,0.6,1.3,0.455,0.441,0.3,0.6,0.5710000000000001,0.5,0.8,1.4,0.3,0.1,0.2,0.4,0.5,1.5,0
Khris Middleton,2016-17,SF,F,25,East,MIL,29,23,30.7,5.2,11.5,0.45,1.6,3.6,0.433,3.6,7.9,0.45899999999999996,0.518,2.8,3.2,0.88,0.4,3.9,4.2,3.4,1.4,0.2,2.2,2.7,14.7,0
C.J. Miles,2016-17,SF,F,29,East,IND,76,29,23.4,3.7,8.5,0.434,2.2,5.4,0.413,1.5,3.1,0.47100000000000003,0.565,1.1,1.2,0.903,0.4,2.6,3.0,0.6,0.6,0.3,0.5,2.0,10.7,0
Mike Miller,2016-17,SF,F,36,West,DEN,20,0,7.6,0.5,1.2,0.391,0.4,1.0,0.4,0.1,0.2,0.33299999999999996,0.565,0.1,0.1,1.0,0.1,1.8,1.9,1.1,0.1,0.0,0.7,0.5,1.4,0
Patty Mills,2016-17,PG,F,28,West,SAS,80,8,21.9,3.4,7.8,0.44,1.8,4.4,0.414,1.6,3.3,0.474,0.5579999999999999,0.8,1.0,0.825,0.3,1.5,1.8,3.5,0.8,0.0,1.3,1.4,9.5,0
Elijah Millsap,2016-17,SG,G,29,West,PHO,2,0,11.5,0.5,3.5,0.14300000000000002,0.0,1.0,0.0,0.5,2.5,0.2,0.14300000000000002,0.5,1.0,0.5,1.5,1.5,3.0,0.5,0.0,0.0,1.0,1.0,1.5,0
Paul Millsap,2016-17,PF,F,31,East,ATL,69,67,34.0,6.2,14.1,0.442,1.1,3.5,0.311,5.1,10.6,0.486,0.48100000000000004,4.5,5.9,0.768,1.6,6.1,7.7,3.7,1.3,0.9,2.3,2.7,18.1,1
Nikola Mirotić,2016-17,PF,F,25,East,CHI,70,15,24.0,3.7,8.9,0.413,1.8,5.4,0.342,1.8,3.5,0.52,0.516,1.4,1.8,0.773,0.9,4.6,5.5,1.1,0.8,0.8,1.1,1.8,10.6,0
Greg Monroe,2016-17,C,F,26,East,MIL,81,0,22.5,4.8,9.0,0.5329999999999999,0.0,0.0,0.0,4.8,8.9,0.536,0.5329999999999999,2.2,3.0,0.741,2.1,4.5,6.6,2.3,1.1,0.5,1.7,2.1,11.7,0
E'Twaun Moore,2016-17,SG,G,27,West,NOP,73,22,24.9,3.9,8.5,0.457,1.1,2.8,0.37,2.8,5.6,0.501,0.519,0.8,1.0,0.77,0.5,1.6,2.1,2.2,0.7,0.4,0.8,1.8,9.6,0
Marcus Morris,2016-17,SF,F,27,East,DET,79,79,32.5,5.3,12.7,0.418,1.5,4.5,0.331,3.8,8.2,0.466,0.47700000000000004,1.8,2.3,0.784,1.0,3.7,4.6,2.0,0.7,0.3,1.1,2.1,14.0,0
Markieff Morris,2016-17,PF,F,27,East,WAS,76,76,31.2,5.3,11.7,0.457,0.9,2.6,0.36200000000000004,4.4,9.1,0.483,0.49700000000000005,2.4,2.8,0.8370000000000001,1.4,5.1,6.5,1.7,1.1,0.6,1.7,3.3,14.0,0
Anthony Morrow,2016-17,SG,G,31,West,TOT,49,7,14.6,2.0,5.1,0.389,0.8,2.7,0.308,1.2,2.4,0.479,0.47,0.7,0.8,0.919,0.2,0.4,0.6,0.5,0.5,0.0,0.1,0.9,5.5,0
Anthony Morrow,2016-17,SG,G,31,West,OKC,40,7,15.7,2.2,5.6,0.386,0.9,3.0,0.294,1.3,2.6,0.49,0.46399999999999997,0.6,0.7,0.885,0.3,0.5,0.7,0.5,0.6,0.1,0.2,1.0,5.8,0
